chromosome	start1	end1	id1	start2	end2	id2	localScore
6	116880000	117000000	2446	116520000	117000000	1947	0.75
6	117000000	117080000	6423	117000000	117360000	5367	0.777777777778
6	117080000	117280000	2447	117000000	117360000	5367	0.444444444444
6	117280000	117640000	2448	117000000	117360000	5367	0.777777777778
6	117280000	117640000	2448	117360000	117520000	1948	0.555555555556
6	117280000	117640000	2448	117520000	117760000	5368	0.666666666667
6	117640000	118160000	2449	117520000	117760000	5368	0.769230769231
6	117640000	118160000	2449	117760000	117920000	1949	0.692307692308
6	117640000	118160000	2449	117920000	118320000	5369	0.538461538462
6	118160000	118600000	2450	117920000	118320000	5369	0.636363636364
6	118160000	118600000	2450	118320000	118480000	1950	0.636363636364
6	118160000	118600000	2450	118480000	118600000	5370	0.727272727273
6	118600000	118920000	2451	118600000	118920000	1951	0.0
6	118920000	119120000	2452	118920000	119120000	1952	0.0
6	119120000	119240000	6424	119120000	119240000	5371	0.0
6	119240000	119440000	2453	119240000	121360000	1953	0.905660377358
6	119440000	120680000	2454	119240000	121360000	1953	0.415094339623
6	120680000	121360000	2455	119240000	121360000	1953	0.679245283019
6	121360000	121640000	2456	121360000	121640000	1954	0.0
6	121640000	122720000	2457	121640000	121720000	5372	0.925925925926
6	121640000	122720000	2457	121720000	122520000	1955	0.259259259259
6	121640000	122720000	2457	122520000	122680000	5373	0.851851851852
6	121640000	122720000	2457	122680000	122800000	1956	0.962962962963
6	122720000	122800000	6425	122680000	122800000	1956	0.333333333333
6	122800000	123040000	2458	122800000	123040000	1957	0.0
6	123040000	123160000	2459	123040000	123160000	1958	0.0
6	123160000	123720000	2460	123160000	123400000	5374	0.571428571429
6	123160000	123720000	2460	123400000	123560000	1959	0.714285714286
6	123160000	123720000	2460	123560000	123680000	5375	0.785714285714
6	123160000	123720000	2460	123680000	124080000	1960	0.928571428571
6	123720000	124080000	2461	123680000	124080000	1960	0.1
6	124080000	125160000	2462	124080000	125160000	1961	0.0
6	125160000	125480000	2463	125160000	125480000	1962	0.0
6	125480000	125600000	2464	125480000	125600000	1963	0.0
6	125600000	126120000	2465	125600000	126080000	1964	0.0769230769231
6	125600000	126120000	2465	126080000	126320000	1965	0.923076923077
6	126120000	126320000	2466	126080000	126320000	1965	0.166666666667
6	126320000	126400000	6426	126320000	127600000	1966	0.9375
6	126400000	127520000	2467	126320000	127600000	1966	0.125
6	127520000	127600000	6427	126320000	127600000	1966	0.9375
6	127600000	127880000	2468	127600000	127880000	1967	0.0
6	127880000	128040000	2469	127880000	128040000	5376	0.0
6	128040000	129800000	2470	128040000	129080000	1968	0.409090909091
6	128040000	129800000	2470	129080000	129720000	1969	0.636363636364
6	128040000	129800000	2470	129720000	129800000	5377	0.954545454545
6	129800000	129920000	2471	129800000	130360000	1970	0.785714285714
6	129920000	130080000	2472	129800000	130360000	1970	0.714285714286
6	130080000	130360000	2473	129800000	130360000	1970	0.5
6	130360000	131160000	2474	130360000	130600000	1971	0.7
6	130360000	131160000	2474	130600000	131200000	1972	0.3
6	131160000	131960000	2475	130600000	131200000	1972	0.95
6	131160000	131960000	2475	131200000	131480000	1973	0.65
6	131160000	131960000	2475	131480000	131880000	1974	0.5
6	131160000	131960000	2475	131880000	131960000	5378	0.9
6	131960000	132240000	2476	131960000	132240000	1975	0.0
6	132240000	132560000	2477	132240000	132600000	1976	0.111111111111
6	132560000	132840000	2478	132240000	132600000	1976	0.888888888889
6	132560000	132840000	2478	132600000	132840000	1977	0.142857142857
6	132840000	133120000	2479	132840000	133120000	1978	0.0
6	133120000	133880000	2480	133120000	133880000	1979	0.0
6	133880000	134240000	2481	133880000	134240000	1980	0.0
6	134240000	134440000	2482	134240000	134440000	1981	0.0
6	134440000	135280000	2483	134440000	135280000	1982	0.0
6	135280000	135360000	6428	135280000	135360000	5379	0.0
6	135360000	135760000	2484	135360000	135760000	1983	0.0
6	135760000	136560000	2485	135760000	136640000	1984	0.0909090909091
6	136560000	136640000	6429	135760000	136640000	1984	0.909090909091
6	136640000	136880000	2486	136640000	136880000	1985	0.0
6	136880000	136960000	6430	136880000	137160000	1986	0.714285714286
6	136960000	137120000	2487	136880000	137160000	1986	0.428571428571
6	137120000	137280000	2488	136880000	137160000	1986	0.857142857143
6	137120000	137280000	2488	137160000	137280000	1987	0.25
6	137280000	137400000	2489	137280000	137400000	5380	0.0
6	137400000	138000000	2490	137400000	138000000	1988	0.0
6	138000000	138320000	2491	138000000	138280000	1989	0.125
6	138000000	138320000	2491	138280000	138440000	1990	0.875
6	138320000	138440000	2492	138280000	138440000	1990	0.25
6	138440000	138720000	2493	138440000	138720000	1991	0.0
6	138720000	139120000	2494	138720000	139120000	1992	0.0
6	139120000	139440000	2495	139120000	139680000	1993	0.428571428571
6	139440000	139680000	2496	139120000	139680000	1993	0.571428571429
6	139680000	140320000	2497	139680000	141960000	1994	0.719298245614
6	140320000	141960000	2498	139680000	141960000	1994	0.280701754386
6	141960000	142440000	2499	141960000	142280000	5381	0.333333333333
6	141960000	142440000	2499	142280000	142440000	1995	0.666666666667
6	142440000	142520000	6431	142440000	142800000	1996	0.777777777778
6	142520000	142760000	2500	142440000	142800000	1996	0.333333333333
6	142760000	143760000	2501	142440000	142800000	1996	0.96
6	142760000	143760000	2501	142800000	143840000	1997	0.0769230769231
6	143760000	143840000	6432	142800000	143840000	1997	0.923076923077
6	143840000	144400000	2502	143840000	144400000	1998	0.0
6	144400000	144880000	2503	144400000	144880000	1999	0.0
6	144880000	145560000	2504	144880000	145560000	2000	0.0
6	145560000	146040000	2505	145560000	145960000	2001	0.166666666667
6	145560000	146040000	2505	145960000	146040000	5382	0.833333333333
6	146040000	146160000	2506	146040000	146240000	2002	0.4
6	146160000	146280000	2507	146040000	146240000	2002	0.6
6	146160000	146280000	2507	146240000	147120000	2003	0.954545454545
6	146280000	147120000	2508	146240000	147120000	2003	0.0454545454545
6	147120000	147680000	2509	147120000	147680000	2004	0.0
6	147680000	148480000	2510	147680000	148480000	2005	0.0
6	148480000	148880000	2511	148480000	148880000	2006	0.0
6	148880000	149360000	2512	148880000	149320000	2007	0.0833333333333
6	148880000	149360000	2512	149320000	149880000	2008	0.928571428571
6	149360000	149840000	2513	149320000	149880000	2008	0.142857142857
6	149840000	150120000	2514	149320000	149880000	2008	0.928571428571
6	149840000	150120000	2514	149880000	150240000	2009	0.333333333333
6	150120000	150240000	2515	149880000	150240000	2009	0.666666666667
6	150240000	150360000	2516	150240000	150360000	2010	0.0
6	150360000	150720000	2517	150360000	151160000	2011	0.55
6	150720000	151160000	2518	150360000	151160000	2011	0.45
6	151160000	151720000	2519	151160000	151720000	2012	0.0
6	151720000	151800000	6433	151720000	152000000	5383	0.714285714286
6	151800000	151960000	2520	151720000	152000000	5383	0.428571428571
6	151960000	152720000	2521	151720000	152000000	5383	0.947368421053
6	151960000	152720000	2521	152000000	152440000	2013	0.421052631579
6	151960000	152720000	2521	152440000	152520000	5384	0.894736842105
6	151960000	152720000	2521	152520000	152680000	2014	0.789473684211
6	151960000	152720000	2521	152680000	152840000	5385	0.947368421053
6	152720000	153040000	2522	152680000	152840000	5385	0.625
6	152720000	153040000	2522	152840000	153000000	2015	0.5
6	152720000	153040000	2522	153000000	153160000	5386	0.875
6	153040000	153320000	2523	153000000	153160000	5386	0.571428571429
6	153040000	153320000	2523	153160000	153280000	2016	0.571428571429
6	153040000	153320000	2523	153280000	153320000	5387	0.857142857143
6	153320000	154440000	2524	153320000	154440000	2017	0.0
6	154440000	155000000	2525	154440000	155000000	2018	0.0
6	155000000	155160000	2526	155000000	155160000	2019	0.0
6	155160000	155600000	2527	155160000	155640000	2020	0.0833333333333
6	155600000	157000000	2528	155160000	155640000	2020	0.971428571429
6	155600000	157000000	2528	155640000	155840000	2021	0.857142857143
6	155600000	157000000	2528	155840000	157080000	2022	0.171428571429
6	157000000	157080000	6434	155840000	157080000	2022	0.935483870968
6	157080000	157360000	2529	157080000	157360000	2023	0.0
6	157360000	157520000	2530	157360000	157520000	2024	0.0
6	157520000	157560000	6435	157520000	157560000	5388	0.0
6	157600000	157640000	6436	157600000	157640000	5389	0.0
6	157680000	157720000	6437	157680000	157720000	5390	0.0
6	157720000	158120000	2531	157720000	158120000	2025	0.0
6	158120000	158360000	2532	158120000	158160000	5391	0.833333333333
6	158120000	158360000	2532	158160000	158320000	2026	0.333333333333
6	158120000	158360000	2532	158320000	158600000	2027	0.857142857143
6	158360000	158520000	2533	158320000	158600000	2027	0.428571428571
6	158520000	158600000	6438	158320000	158600000	2027	0.714285714286
6	158600000	159120000	2534	158600000	159080000	2028	0.0769230769231
6	158600000	159120000	2534	159080000	159400000	2029	0.923076923077
6	159120000	159400000	2535	159080000	159400000	2029	0.125
6	159400000	159560000	2536	159400000	159560000	2030	0.0
6	159560000	160120000	2537	159560000	159680000	5392	0.785714285714
6	159560000	160120000	2537	159680000	160000000	2031	0.428571428571
6	159560000	160120000	2537	160000000	160080000	5393	0.857142857143
6	159560000	160120000	2537	160080000	160240000	2032	0.928571428571
6	160120000	160240000	2538	160080000	160240000	2032	0.25
6	160240000	160520000	2539	160240000	160560000	2033	0.125
6	160520000	160920000	2540	160240000	160560000	2033	0.9
6	160520000	160920000	2540	160560000	160880000	2034	0.2
6	160520000	160920000	2540	160880000	161040000	5394	0.9
6	160920000	161120000	2541	160880000	161040000	5394	0.4
6	160920000	161120000	2541	161040000	161160000	2035	0.6
6	161120000	161800000	2542	161040000	161160000	2035	0.941176470588
6	161120000	161800000	2542	161160000	161320000	5395	0.764705882353
6	161120000	161800000	2542	161320000	161800000	2036	0.294117647059
6	161800000	162160000	2543	161800000	165720000	2037	0.908163265306
6	162160000	162640000	2544	161800000	165720000	2037	0.877551020408
6	162640000	162680000	6439	161800000	165720000	2037	0.989795918367
6	162680000	162840000	2545	161800000	165720000	2037	0.959183673469
6	162840000	163280000	2546	161800000	165720000	2037	0.887755102041
6	163280000	163600000	2547	161800000	165720000	2037	0.918367346939
6	163600000	163840000	2548	161800000	165720000	2037	0.938775510204
6	163840000	164000000	2549	161800000	165720000	2037	0.959183673469
6	164000000	164520000	2550	161800000	165720000	2037	0.867346938776
6	164520000	165480000	2551	161800000	165720000	2037	0.755102040816
6	165480000	165680000	2552	161800000	165720000	2037	0.948979591837
6	165680000	165800000	2553	161800000	165720000	2037	0.989795918367
6	165680000	165800000	2553	165720000	165800000	5396	0.333333333333
6	165800000	166280000	2554	165800000	166280000	2038	0.0
6	166280000	166560000	2555	166280000	166560000	2039	0.0
6	166560000	166680000	2556	166560000	166680000	5397	0.0
6	166680000	166840000	2557	166680000	166840000	2040	0.0
6	166840000	167120000	2558	166840000	167200000	2041	0.222222222222
6	167120000	167600000	2559	166840000	167200000	2041	0.833333333333
6	167120000	167600000	2559	167200000	167400000	2042	0.583333333333
6	167120000	167600000	2559	167400000	167600000	5398	0.583333333333
6	167600000	167800000	2560	167600000	167800000	2043	0.0
6	167800000	167960000	2561	167800000	167960000	5399	0.0
6	168040000	168360000	2562	168040000	168320000	2044	0.125
6	168040000	168360000	2562	168320000	168480000	2045	0.875
6	168360000	168560000	2563	168320000	168480000	2045	0.4
6	168360000	168560000	2563	168480000	170280000	5400	0.955555555556
6	168560000	168760000	2564	168480000	170280000	5400	0.888888888889
6	168760000	169280000	2565	168480000	170280000	5400	0.711111111111
6	169280000	170080000	2566	168480000	170280000	5400	0.555555555556
6	170080000	170200000	2567	168480000	170280000	5400	0.933333333333
6	170200000	170280000	6440	168480000	170280000	5400	0.955555555556
6	170320000	170880000	2568	170320000	170920000	5401	0.0666666666667
6	170880000	170920000	6441	170320000	170920000	5401	0.933333333333
7	40000	240000	2569	40000	240000	2046	0.0
7	280000	320000	6442	280000	320000	5402	0.0
7	320000	920000	2570	320000	840000	2047	0.133333333333
7	320000	920000	2570	840000	960000	2048	0.866666666667
7	920000	1200000	2571	840000	960000	2048	0.857142857143
7	920000	1200000	2571	960000	1240000	2049	0.142857142857
7	1200000	1480000	2572	960000	1240000	2049	0.857142857143
7	1200000	1480000	2572	1240000	1520000	2050	0.142857142857
7	1480000	1600000	6443	1240000	1520000	2050	0.857142857143
7	1480000	1600000	6443	1520000	2440000	2051	0.913043478261
7	1600000	1840000	2573	1520000	2440000	2051	0.739130434783
7	1840000	2240000	2574	1520000	2440000	2051	0.565217391304
7	2240000	2440000	2575	1520000	2440000	2051	0.782608695652
7	2440000	2760000	2576	2440000	2760000	2052	0.0
7	2760000	2880000	2577	2760000	2920000	2053	0.25
7	2880000	3320000	2578	2760000	2920000	2053	0.909090909091
7	2880000	3320000	2578	2920000	3240000	2054	0.272727272727
7	2880000	3320000	2578	3240000	3960000	2055	0.888888888889
7	3320000	3480000	2579	3240000	3960000	2055	0.777777777778
7	3480000	3720000	2580	3240000	3960000	2055	0.666666666667
7	3720000	3960000	2581	3240000	3960000	2055	0.666666666667
7	3960000	4600000	2582	3960000	4640000	2056	0.0588235294118
7	4600000	4640000	6444	3960000	4640000	2056	0.941176470588
7	4640000	4840000	2583	4640000	4840000	2057	0.0
7	4840000	5160000	2584	4840000	5240000	2058	0.2
7	5160000	5240000	6445	4840000	5240000	2058	0.8
7	5240000	5520000	2585	5240000	5520000	2059	0.0
7	5520000	5800000	2586	5520000	5800000	2060	0.0
7	5800000	5960000	2587	5800000	5920000	2061	0.25
7	5800000	5960000	2587	5920000	5960000	5403	0.75
7	6000000	6480000	2588	6000000	6480000	2062	0.0
7	6480000	6560000	6446	6480000	6640000	2063	0.5
7	6560000	6760000	2589	6480000	6640000	2063	0.6
7	6560000	6760000	2589	6640000	6800000	2064	0.4
7	6760000	6800000	6447	6640000	6800000	2064	0.75
7	6840000	6960000	2590	6840000	6920000	5404	0.333333333333
7	6840000	6960000	2590	6920000	7040000	2065	0.666666666667
7	6960000	7640000	2591	6920000	7040000	2065	0.882352941176
7	6960000	7640000	2591	7040000	7600000	2066	0.176470588235
7	6960000	7640000	2591	7600000	8280000	2067	0.941176470588
7	7640000	8360000	2592	7600000	8280000	2067	0.111111111111
7	7640000	8360000	2592	8280000	8360000	5405	0.888888888889
7	8360000	8440000	6448	8360000	11400000	2068	0.973684210526
7	8440000	8800000	2593	8360000	11400000	2068	0.881578947368
7	8800000	9640000	2594	8360000	11400000	2068	0.723684210526
7	9640000	10480000	2595	8360000	11400000	2068	0.723684210526
7	10480000	10760000	2596	8360000	11400000	2068	0.907894736842
7	10760000	10920000	2597	8360000	11400000	2068	0.947368421053
7	10920000	11000000	6449	8360000	11400000	2068	0.973684210526
7	11000000	11120000	2598	8360000	11400000	2068	0.960526315789
7	11120000	11240000	2599	8360000	11400000	2068	0.960526315789
7	11240000	11400000	2600	8360000	11400000	2068	0.947368421053
7	11400000	11880000	2601	11400000	11440000	5406	0.916666666667
7	11400000	11880000	2601	11440000	11880000	2069	0.0833333333333
7	11880000	12080000	2602	11880000	12440000	2070	0.642857142857
7	12080000	12400000	2603	11880000	12440000	2070	0.428571428571
7	12400000	12560000	2604	11880000	12440000	2070	0.928571428571
7	12400000	12560000	2604	12440000	12560000	2071	0.25
7	12560000	12680000	2605	12560000	12680000	2072	0.0
7	12680000	13320000	2606	12680000	13320000	2073	0.0
7	13320000	14720000	2607	13320000	14760000	2074	0.0277777777778
7	14720000	15320000	2608	13320000	14760000	2074	0.972222222222
7	14720000	15320000	2608	14760000	15080000	2075	0.466666666667
7	14720000	15320000	2608	15080000	15320000	5407	0.6
7	15320000	16120000	2609	15320000	16120000	2076	0.0
7	16120000	16640000	2610	16120000	16640000	2077	0.0
7	16640000	16720000	6450	16640000	16920000	2078	0.714285714286
7	16720000	16960000	2611	16640000	16920000	2078	0.285714285714
7	16720000	16960000	2611	16920000	17720000	2079	0.95
7	16960000	17720000	2612	16920000	17720000	2079	0.05
7	17720000	18400000	2613	17720000	18400000	2080	0.0
7	18400000	18640000	2614	18400000	18600000	2081	0.166666666667
7	18400000	18640000	2614	18600000	19720000	2082	0.964285714286
7	18640000	18720000	6451	18600000	19720000	2082	0.928571428571
7	18720000	19120000	2615	18600000	19720000	2082	0.642857142857
7	19120000	19720000	2616	18600000	19720000	2082	0.464285714286
7	19720000	20680000	2617	19720000	19760000	5408	0.958333333333
7	19720000	20680000	2617	19760000	20680000	2083	0.0416666666667
7	20680000	20800000	6452	20680000	22120000	2084	0.916666666667
7	20800000	21320000	2618	20680000	22120000	2084	0.638888888889
7	21320000	21560000	2619	20680000	22120000	2084	0.833333333333
7	21560000	21840000	2620	20680000	22120000	2084	0.805555555556
7	21840000	22120000	2621	20680000	22120000	2084	0.805555555556
7	22120000	22560000	2622	22120000	22560000	2085	0.0
7	22560000	23120000	2623	22560000	23160000	2086	0.0666666666667
7	23120000	23280000	2624	22560000	23160000	2086	0.933333333333
7	23120000	23280000	2624	23160000	23280000	2087	0.25
7	23280000	23600000	2625	23280000	23600000	2088	0.0
7	23600000	23800000	2626	23600000	23800000	2089	0.0
7	23800000	23880000	6453	23800000	24800000	2090	0.92
7	23880000	24320000	2627	23800000	24800000	2090	0.56
7	24320000	24760000	2628	23800000	24800000	2090	0.56
7	24760000	24840000	6454	23800000	24800000	2090	0.96
7	24760000	24840000	6454	24800000	25160000	2091	0.888888888889
7	24840000	25160000	2629	24800000	25160000	2091	0.111111111111
7	25160000	25240000	6455	25160000	25240000	5409	0.0
7	25240000	25600000	2630	25240000	25920000	2092	0.470588235294
7	25600000	25920000	2631	25240000	25920000	2092	0.529411764706
7	25920000	26400000	2632	25920000	26400000	2093	0.0
7	26400000	26720000	2633	26400000	26720000	2094	0.0
7	26720000	27240000	2634	26720000	27200000	2095	0.0769230769231
7	26720000	27240000	2634	27200000	27280000	5410	0.923076923077
7	27240000	28160000	2635	27200000	27280000	5410	0.95652173913
7	27240000	28160000	2635	27280000	27600000	2096	0.652173913043
7	27240000	28160000	2635	27600000	28160000	2097	0.391304347826
7	28160000	28320000	6456	28160000	28320000	2098	0.0
7	28320000	28920000	2636	28320000	28960000	2099	0.0625
7	28920000	28960000	6457	28320000	28960000	2099	0.9375
7	28960000	29480000	2637	28960000	29160000	2100	0.615384615385
7	28960000	29480000	2637	29160000	29480000	2101	0.384615384615
7	29480000	29680000	2638	29480000	29640000	2102	0.2
7	29480000	29680000	2638	29640000	30160000	2103	0.923076923077
7	29680000	29760000	6458	29640000	30160000	2103	0.846153846154
7	29760000	29960000	2639	29640000	30160000	2103	0.615384615385
7	29960000	30160000	2640	29640000	30160000	2103	0.615384615385
7	30160000	30640000	2641	30160000	30640000	2104	0.0
7	30640000	30800000	2642	30640000	30800000	2105	0.0
7	30800000	31160000	2643	30800000	31200000	2106	0.1
7	31160000	31800000	2644	30800000	31200000	2106	0.9375
7	31160000	31800000	2644	31200000	31560000	5411	0.4375
7	31160000	31800000	2644	31560000	31680000	2107	0.8125
7	31160000	31800000	2644	31680000	31760000	5412	0.875
7	31160000	31800000	2644	31760000	32280000	2108	0.9375
7	31800000	32240000	2645	31760000	32280000	2108	0.153846153846
7	32240000	32520000	2646	31760000	32280000	2108	0.923076923077
7	32240000	32520000	2646	32280000	32400000	2109	0.571428571429
7	32240000	32520000	2646	32400000	32560000	5413	0.571428571429
7	32520000	32600000	6459	32400000	32560000	5413	0.75
7	32520000	32600000	6459	32560000	32760000	2110	0.8
7	32600000	32760000	2647	32560000	32760000	2110	0.2
7	32760000	33160000	2648	32760000	33160000	2111	0.0
7	33160000	33240000	6460	33160000	34240000	2112	0.925925925926
7	33240000	34000000	2649	33160000	34240000	2112	0.296296296296
7	34000000	34120000	2650	33160000	34240000	2112	0.888888888889
7	34120000	34760000	2651	33160000	34240000	2112	0.888888888889
7	34120000	34760000	2651	34240000	34360000	2113	0.8125
7	34120000	34760000	2651	34360000	34480000	2114	0.8125
7	34120000	34760000	2651	34480000	34840000	5414	0.5625
7	34760000	35080000	2652	34480000	34840000	5414	0.777777777778
7	34760000	35080000	2652	34840000	35080000	2115	0.25
7	35080000	35240000	2653	35080000	35680000	2116	0.733333333333
7	35240000	35680000	2654	35080000	35680000	2116	0.266666666667
7	35680000	35960000	2655	35680000	35960000	2117	0.0
7	35960000	36000000	6461	35960000	36400000	2118	0.909090909091
7	36000000	36360000	2656	35960000	36400000	2118	0.181818181818
7	36360000	36480000	6462	35960000	36400000	2118	0.909090909091
7	36360000	36480000	6462	36400000	36520000	5415	0.333333333333
7	36480000	37240000	2657	36400000	36520000	5415	0.947368421053
7	36480000	37240000	2657	36520000	36760000	2119	0.684210526316
7	36480000	37240000	2657	36760000	37000000	5416	0.684210526316
7	36480000	37240000	2657	37000000	37240000	2120	0.684210526316
7	37240000	37920000	2658	37240000	38120000	5417	0.227272727273
7	37920000	38440000	2659	37240000	38120000	5417	0.772727272727
7	37920000	38440000	2659	38120000	38400000	2121	0.461538461538
7	37920000	38440000	2659	38400000	38720000	5418	0.923076923077
7	38440000	38760000	2660	38400000	38720000	5418	0.125
7	38440000	38760000	2660	38720000	39600000	2122	0.954545454545
7	38760000	39600000	2661	38720000	39600000	2122	0.0454545454545
7	39600000	39840000	2662	39600000	39840000	2123	0.0
7	39840000	39920000	6463	39840000	39920000	5419	0.0
7	39920000	40120000	2663	39920000	40200000	2124	0.285714285714
7	40120000	40240000	6464	39920000	40200000	2124	0.714285714286
7	40120000	40240000	6464	40200000	41960000	2125	0.977272727273
7	40240000	41800000	2664	40200000	41960000	2125	0.113636363636
7	41800000	41960000	2665	40200000	41960000	2125	0.909090909091
7	41960000	42920000	2666	41960000	42920000	2126	0.0
7	42920000	43520000	2667	42920000	43520000	2127	0.0
7	43520000	43920000	2668	43520000	43920000	2128	0.0
7	43920000	44080000	2669	43920000	44040000	2129	0.25
7	43920000	44080000	2669	44040000	44280000	2130	0.833333333333
7	44080000	44280000	2670	44040000	44280000	2130	0.166666666667
7	44280000	44600000	2671	44280000	44600000	2131	0.0
7	44600000	44840000	2672	44600000	44880000	2132	0.142857142857
7	44840000	45000000	2673	44600000	44880000	2132	0.857142857143
7	44840000	45000000	2673	44880000	45200000	2133	0.625
7	45000000	45200000	2674	44880000	45200000	2133	0.375
7	45200000	45880000	2675	45200000	45360000	5420	0.764705882353
7	45200000	45880000	2675	45360000	45600000	2134	0.647058823529
7	45200000	45880000	2675	45600000	45800000	5421	0.705882352941
7	45200000	45880000	2675	45800000	45920000	2135	0.882352941176
7	45880000	45920000	6465	45800000	45920000	2135	0.666666666667
7	45920000	46400000	2676	45920000	47320000	2136	0.657142857143
7	46400000	47240000	2677	45920000	47320000	2136	0.4
7	47240000	47280000	6466	45920000	47320000	2136	0.971428571429
7	47280000	48000000	2678	45920000	47320000	2136	0.971428571429
7	47280000	48000000	2678	47320000	48000000	2137	0.0555555555556
7	48000000	48160000	2679	48000000	48200000	2138	0.2
7	48160000	50120000	2680	48000000	48200000	2138	0.979591836735
7	48160000	50120000	2680	48200000	50360000	5422	0.111111111111
7	50120000	50360000	6467	48200000	50360000	5422	0.888888888889
7	50400000	50520000	6468	50400000	50480000	5423	0.333333333333
7	50400000	50520000	6468	50480000	51240000	2139	0.947368421053
7	50520000	51240000	2681	50480000	51240000	2139	0.0526315789474
7	51240000	51480000	2682	51240000	51480000	5424	0.0
7	51480000	54840000	2683	51480000	54760000	2140	0.0238095238095
7	51480000	54840000	2683	54760000	54840000	5425	0.97619047619
7	54840000	55360000	2684	54840000	55360000	2141	0.0
7	55360000	55520000	2685	55360000	55480000	5426	0.25
7	55360000	55520000	2685	55480000	55680000	2142	0.8
7	55520000	55680000	6469	55480000	55680000	2142	0.2
7	55680000	55800000	2686	55680000	56000000	5427	0.625
7	55800000	55880000	6470	55680000	56000000	5427	0.75
7	55880000	56040000	2687	55680000	56000000	5427	0.625
7	55880000	56040000	2687	56000000	56160000	2143	0.75
7	56040000	56160000	2688	56000000	56160000	2143	0.25
7	56160000	57000000	6471	56160000	56400000	5428	0.714285714286
7	56160000	57000000	6471	56400000	56520000	2144	0.857142857143
7	56160000	57000000	6471	56520000	56840000	5429	0.619047619048
7	56160000	57000000	6471	56840000	56960000	2145	0.857142857143
7	56160000	57000000	6471	56960000	57000000	5430	0.952380952381
7	57120000	58040000	6472	57120000	57160000	5431	0.95652173913
7	57120000	58040000	6472	57160000	57360000	2146	0.782608695652
7	57120000	58040000	6472	57360000	57760000	5432	0.565217391304
7	57120000	58040000	6472	57760000	57880000	2147	0.869565217391
7	57120000	58040000	6472	57880000	58040000	5433	0.826086956522
7	61040000	61120000	6473	61040000	61120000	5434	0.0
7	61160000	61280000	2689	61160000	61280000	5434	0.0
7	61440000	61480000	6475	61440000	61480000	5435	0.0
7	61520000	61600000	6476	61520000	61600000	5436	0.0
7	61640000	61680000	6477	61640000	61680000	5437	0.0
7	61720000	61920000	6478	61720000	61920000	5438	0.0
7	61960000	62000000	6479	61960000	62640000	5439	0.941176470588
7	62000000	62760000	2690	61960000	62640000	5439	0.157894736842
7	62000000	62760000	2690	62640000	62760000	2148	0.842105263158
7	62800000	62840000	6480	62800000	62840000	5440	0.0
7	62920000	63000000	6481	62920000	63000000	5441	0.0
7	63120000	63160000	6482	63120000	63160000	5442	0.0
7	63200000	64240000	2691	63200000	63240000	5443	0.961538461538
7	63200000	64240000	2691	63240000	63360000	2149	0.884615384615
7	63200000	64240000	2691	63360000	63480000	5444	0.884615384615
7	63200000	64240000	2691	63480000	63600000	2150	0.884615384615
7	63200000	64240000	2691	63600000	63920000	5445	0.692307692308
7	63200000	64240000	2691	63920000	64040000	2151	0.884615384615
7	63200000	64240000	2691	64040000	64480000	5446	0.807692307692
7	64240000	64320000	6483	64040000	64480000	5446	0.818181818182
7	64320000	64640000	2692	64040000	64480000	5446	0.636363636364
7	64320000	64640000	2692	64480000	64600000	2152	0.625
7	64320000	64640000	2692	64600000	64960000	2153	0.888888888889
7	64640000	64840000	2693	64600000	64960000	2153	0.444444444444
7	64840000	65000000	6484	64600000	64960000	2153	0.666666666667
7	64840000	65000000	6484	64960000	65000000	5447	0.75
7	65040000	65160000	2694	65040000	65080000	5448	0.666666666667
7	65040000	65160000	2694	65080000	65480000	2154	0.8
7	65160000	65320000	2695	65080000	65480000	2154	0.6
7	65320000	65480000	6485	65080000	65480000	2154	0.6
7	65480000	65960000	2696	65480000	66000000	2155	0.0769230769231
7	65960000	66080000	6486	65480000	66000000	2155	0.923076923077
7	65960000	66080000	6486	66000000	66480000	2156	0.833333333333
7	66080000	66200000	2697	66000000	66480000	2156	0.75
7	66200000	66320000	6487	66000000	66480000	2156	0.75
7	66320000	66440000	2698	66000000	66480000	2156	0.75
7	66440000	66520000	6488	66000000	66480000	2156	0.916666666667
7	66440000	66520000	6488	66480000	66800000	2157	0.875
7	66520000	66800000	2699	66480000	66800000	2157	0.125
7	66800000	69640000	2700	66800000	72040000	2158	0.458015267176
7	69640000	70280000	2701	66800000	72040000	2158	0.87786259542
7	70280000	71200000	2702	66800000	72040000	2158	0.824427480916
7	71200000	72240000	2703	66800000	72040000	2158	0.839694656489
7	71200000	72240000	2703	72040000	72160000	2159	0.884615384615
7	71200000	72240000	2703	72160000	72280000	2160	0.923076923077
7	72240000	72440000	2704	72160000	72280000	2160	0.8
7	72240000	72440000	2704	72280000	72400000	2161	0.4
7	72240000	72440000	2704	72400000	72440000	5449	0.8
7	72680000	72880000	2705	72680000	73000000	2162	0.375
7	72880000	73000000	2706	72680000	73000000	2162	0.625
7	73000000	73200000	2707	73000000	73440000	2163	0.545454545455
7	73200000	73240000	6490	73000000	73440000	2163	0.909090909091
7	73240000	73440000	2708	73000000	73440000	2163	0.545454545455
7	73440000	73640000	2709	73440000	73480000	5450	0.8
7	73440000	73640000	2709	73480000	73840000	2164	0.555555555556
7	73640000	73800000	2710	73480000	73840000	2164	0.555555555556
7	73800000	74000000	2711	73480000	73840000	2164	0.888888888889
